Cajazeiras;Código: 2503704

Ensino - Matrículas, Docentes e Rede Escolar 2012
Matrícula - Ensino fundamental - 2012 (1);9.762;Matrículas
Matrícula - Ensino fundamental - escola pública estadual - 2012 (1);2.973;Matrículas
Matrícula - Ensino fundamental - escola pública federal - 2012 (1);0;Matrículas
Matrícula - Ensino fundamental - escola pública municipal - 2012 (1);4.456;Matrículas
Matrícula - Ensino fundamental - escola privada - 2012 (1);2.333;Matrículas
Matrícula - Ensino médio - 2012 (1);3.545;Matrículas
Matrícula - Ensino médio - escola pública estadual - 2012 (1);2.224;Matrículas
Matrícula - Ensino médio - escola pública federal - 2012 (1);503;Matrículas
Matrícula - Ensino médio - escola pública municipal - 2012 (1);0;Matrículas
Matrícula - Ensino médio - escola privada - 2012 (1);818;Matrículas
Matrícula - Ensino pré-escolar - 2012 (1);1.575;Matrículas
Matrícula - Ensino pré-escolar - escola pública estadual - 2012 (1);0;Matrículas
Matrícula - Ensino pré-escolar - escola pública federal - 2012 (1);0;Matrículas
Matrícula - Ensino pré-escolar - escola pública municipal - 2012 (1);904;Matrículas
Matrícula - Ensino pré-escolar - escola privada - 2012 (1);671;Matrículas
Docentes - Ensino fundamental - 2012 (1);583;Docentes
Docentes - Ensino fundamental - escola pública estadual - 2012 (1);171;Docentes
Docentes - Ensino fundamental - escola pública federal - 2012 (1);0;Docentes
Docentes - Ensino fundamental - escola pública municipal - 2012 (1);242;Docentes
Docentes - Ensino fundamental - escola privada - 2012 (1);170;Docentes
Docentes - Ensino médio - 2012 (1);245;Docentes
Docentes - Ensino médio - escola pública estadual - 2012 (1);131;Docentes
Docentes - Ensino médio - escola pública federal - 2012 (1);57;Docentes
Docentes - Ensino médio - escola pública municipal - 2012 (1);0;Docentes
Docentes - Ensino médio - escola privada - 2012 (1);57;Docentes
Docentes - Ensino pré-escolar - 2012 (1);108;Docentes
Docentes - Ensino pré-escolar - escola pública estadual - 2012 (1);0;Docentes
Docentes - Ensino pré-escolar - escola pública federal - 2012 (1);0;Docentes
Docentes - Ensino pré-escolar - escola pública municipal - 2012 (1);59;Docentes
Docentes - Ensino pré-escolar - escola privada - 2012 (1);49;Docentes
Escolas - Ensino fundamental - 2012 (1);67;Escolas
Escolas - Ensino fundamental - escola pública estadual - 2012 (1);14;Escolas
Escolas - Ensino fundamental - escola pública federal - 2012 (1);0;Escolas
Escolas - Ensino fundamental - escola pública municipal - 2012 (1);29;Escolas
Escolas - Ensino fundamental - escola privada - 2012 (1);24;Escolas
Escolas - Ensino médio - 2012 (1);10;Escolas
Escolas - Ensino médio - escola pública estadual - 2012 (1);4;Escolas
Escolas - Ensino médio - escola pública federal - 2012 (1);2;Escolas
Escolas - Ensino médio - escola pública municipal - 2012 (1);0;Escolas
Escolas - Ensino médio - escola privada - 2012 (1);4;Escolas
Escolas - Ensino pré-escolar - 2012 (1);54;Escolas
Escolas - Ensino pré-escolar - escola pública estadual - 2012 (1);0;Escolas
Escolas - Ensino pré-escolar - escola pública federal - 2012 (1);0;Escolas
Escolas - Ensino pré-escolar - escola pública municipal - 2012 (1);30;Escolas
Escolas - Ensino pré-escolar - escola privada - 2012 (1);24;Escolas

Fonte: (1)Ministério da Educação, Instituto Nacional de Estudos e Pesquisas Educacionais - INEP - Censo Educacional 2012. 
NOTA: Atribui-se zeros aos valores dos municípios onde não há ocorrência da variável.

