Sapé;Código: 2515302

Ensino - Matrículas, Docentes e Rede Escolar 2012
Matrícula - Ensino fundamental - 2012 (1);8.547;Matrículas
Matrícula - Ensino fundamental - escola pública estadual - 2012 (1);3.390;Matrículas
Matrícula - Ensino fundamental - escola pública federal - 2012 (1);Não existente;Matrículas
Matrícula - Ensino fundamental - escola pública municipal - 2012 (1);3.941;Matrículas
Matrícula - Ensino fundamental - escola privada - 2012 (1);1.216;Matrículas
Matrícula - Ensino médio - 2012 (1);1.538;Matrículas
Matrícula - Ensino médio - escola pública estadual - 2012 (1);1.396;Matrículas
Matrícula - Ensino médio - escola pública federal - 2012 (1);Não existente;Matrículas
Matrícula - Ensino médio - escola pública municipal - 2012 (1);0;Matrículas
Matrícula - Ensino médio - escola privada - 2012 (1);142;Matrículas
Matrícula - Ensino pré-escolar - 2012 (1);1.285;Matrículas
Matrícula - Ensino pré-escolar - escola pública estadual - 2012 (1);0;Matrículas
Matrícula - Ensino pré-escolar - escola pública federal - 2012 (1);Não existente;Matrículas
Matrícula - Ensino pré-escolar - escola pública municipal - 2012 (1);847;Matrículas
Matrícula - Ensino pré-escolar - escola privada - 2012 (1);438;Matrículas
Docentes - Ensino fundamental - 2012 (1);434;Docentes
Docentes - Ensino fundamental - escola pública estadual - 2012 (1);151;Docentes
Docentes - Ensino fundamental - escola pública federal - 2012 (1);Não existente;Docentes
Docentes - Ensino fundamental - escola pública municipal - 2012 (1);201;Docentes
Docentes - Ensino fundamental - escola privada - 2012 (1);82;Docentes
Docentes - Ensino médio - 2012 (1);102;Docentes
Docentes - Ensino médio - escola pública estadual - 2012 (1);82;Docentes
Docentes - Ensino médio - escola pública federal - 2012 (1);Não existente;Docentes
Docentes - Ensino médio - escola pública municipal - 2012 (1);0;Docentes
Docentes - Ensino médio - escola privada - 2012 (1);20;Docentes
Docentes - Ensino pré-escolar - 2012 (1);67;Docentes
Docentes - Ensino pré-escolar - escola pública estadual - 2012 (1);0;Docentes
Docentes - Ensino pré-escolar - escola pública federal - 2012 (1);Não existente;Docentes
Docentes - Ensino pré-escolar - escola pública municipal - 2012 (1);37;Docentes
Docentes - Ensino pré-escolar - escola privada - 2012 (1);30;Docentes
Escolas - Ensino fundamental - 2012 (1);69;Escolas
Escolas - Ensino fundamental - escola pública estadual - 2012 (1);8;Escolas
Escolas - Ensino fundamental - escola pública federal - 2012 (1);Não existente;Escolas
Escolas - Ensino fundamental - escola pública municipal - 2012 (1);39;Escolas
Escolas - Ensino fundamental - escola privada - 2012 (1);22;Escolas
Escolas - Ensino médio - 2012 (1);5;Escolas
Escolas - Ensino médio - escola pública estadual - 2012 (1);3;Escolas
Escolas - Ensino médio - escola pública federal - 2012 (1);Não existente;Escolas
Escolas - Ensino médio - escola pública municipal - 2012 (1);0;Escolas
Escolas - Ensino médio - escola privada - 2012 (1);2;Escolas
Escolas - Ensino pré-escolar - 2012 (1);61;Escolas
Escolas - Ensino pré-escolar - escola pública estadual - 2012 (1);0;Escolas
Escolas - Ensino pré-escolar - escola pública federal - 2012 (1);Não existente;Escolas
Escolas - Ensino pré-escolar - escola pública municipal - 2012 (1);39;Escolas
Escolas - Ensino pré-escolar - escola privada - 2012 (1);22;Escolas

Fonte: (1)Ministério da Educação, Instituto Nacional de Estudos e Pesquisas Educacionais - INEP - Censo Educacional 2012. 
NOTA: Atribui-se zeros aos valores dos municípios onde não há ocorrência da variável.

